rs_left,rs_right,rs_sound,tx
421.286950939588,386.460074757834,148.758463765562,0.001
414.447985652352,386.54315420857,137.873209591536,0.0313030303030303
395.510560689278,369.231697798434,143.455670129099,0.0616060606060606
397.08768518419,366.200118988279,153.016408550433,0.0919090909090909
388.887561968615,365.387832060481,167.243650566409,0.122212121212121
392.830055724951,362.481356580773,139.967497325715,0.152515151515152
395.434495359392,366.858146549688,142.657095459639,0.182818181818182
392.167836925377,366.912725159958,150.319475472003,0.213121212121212
390.930932092968,361.689325379128,138.508982324646,0.243424242424242
386.29720004402,354.898531296597,139.851403277602,0.273727272727273
378.405295302849,353.108073619266,151.805361431549,0.304030303030303
371.710223747033,353.255130253893,150.420320987887,0.334333333333333
363.948589773707,349.616594930891,138.262221768988,0.364636363636364
362.812908128696,345.32149141052,147.539000991242,0.394939393939394
375.173852598316,347.305529096111,143.485304142469,0.425242424242424
381.798757337955,356.006835141155,154.501953831491,0.455545454545455
377.31913831912,361.479899123905,152.179787311076,0.485848484848485
374.361800702215,360.334405187793,158.248615021883,0.516151515151515
383.714751058126,358.522240597953,168.383311427535,0.546454545454545
386.074081369169,354.152695467869,135.652922172327,0.576757575757576
379.001160912999,352.366247718362,144.243886748904,0.607060606060606
382.589789999184,348.551802591836,132.592620720848,0.637363636363636
391.912202941776,350.4316974909,148.008003830565,0.667666666666667
386.986244651941,349.592738354661,147.779093425985,0.697969696969697
376.783145967271,348.732066640382,134.784601353943,0.728272727272727
376.379718922501,356.220565830204,140.736509345246,0.758575757575758
375.312033819144,351.224213948009,157.371185975649,0.788878787878788
368.870547235095,350.393224274633,152.262702997379,0.819181818181818
370.919801884896,351.650368205361,134.2903466957,0.849484848484849
398.150560033981,353.920040818131,144.186636836888,0.879787878787879
419.900132905984,356.390009958869,141.123956332558,0.910090909090909
407.939947140061,354.006439868222,144.369965040975,0.940393939393939
404.686972424812,351.393042962054,143.11535595631,0.97069696969697
419.625444388527,351.985973234459,152.317575001367,1.001
410.462318560441,352.244152531335,148.305536109467,1.03130303030303
395.006753989768,355.295939636962,149.358748130487,1.06160606060606
391.595790929476,357.351143028454,148.373628112366,1.09190909090909
396.176658300756,352.84299866098,154.510963201182,1.12221212121212
383.218126186412,351.245533736524,149.233878022531,1.15251515151515
384.96792098019,354.190571679957,138.183231988802,1.18281818181818
401.088202451111,354.471397922063,136.967792907721,1.21312121212121
400.969816564715,352.878214893348,147.16343270181,1.24342424242424
396.830850194006,352.120301056598,159.356596319163,1.27372727272727
397.74211572546,356.122875839759,168.385577040584,1.3040303030303
396.693518080485,355.8207347769,150.207002621382,1.33433333333333
389.332320589055,356.004664027892,138.775071939266,1.36463636363636
390.512136763551,358.289357087929,141.291722153933,1.39493939393939
396.112590309336,355.637122506067,142.615721729678,1.42524242424242
399.882183894485,352.349357844999,153.978926957849,1.45554545454545
402.841104373747,353.977295696325,169.390676971003,1.48584848484848
398.608708069169,357.940441452474,154.509689983283,1.51615151515152
386.969035884171,355.473557123927,137.987208164413,1.54645454545455
389.940055394633,355.920352301539,137.156005494595,1.57675757575758
403.425590021613,358.710839363124,135.473301686604,1.60706060606061
406.94268638323,356.068974844666,137.625711041328,1.63736363636364
400.621742545846,354.484513298331,140.255192445297,1.66766666666667
399.394916987475,356.45540789162,139.780794626836,1.6979696969697
412.819442838541,358.527417081084,139.001675632475,1.72827272727273
409.528637337402,352.971757395607,143.696597255004,1.75857575757576
393.319033366417,351.304268754432,145.469832675973,1.78887878787879
402.497326776296,353.225449654233,164.939714631993,1.81918181818182
405.709849381423,354.107315222338,161.534114607245,1.84948484848485
392.315728700032,356.684261852943,164.579973921127,1.87978787878788
394.654114326356,359.606589358043,147.66000159181,1.91009090909091
399.89710606587,358.060260330093,173.108327266711,1.94039393939394
395.707535470039,359.434086997707,194.416537471308,1.97069696969697
391.357063707477,362.835411737986,221.247843305327,2.001
397.405447141676,353.42971170714,245.016830360554,2.03130303030303
395.8155843413,345.575117929127,243.012442191192,2.06160606060606
390.059159967482,349.943567932735,272.88600676109,2.09190909090909
384.927595690156,354.020464787039,276.217439874582,2.12221212121212
383.306799372954,357.038993202722,275.091014119407,2.15251515151515
395.56858464525,383.287074802975,226.898839763374,2.18281818181818
402.134379797006,407.478949055455,231.472520283982,2.21312121212121
402.786413420289,408.283476646616,235.939440798208,2.24342424242424
412.606680477417,412.448600681092,251.212075418706,2.27372727272727
419.894842546877,416.851430242236,261.049235777284,2.3040303030303
419.514636974976,416.761888228653,253.749890208797,2.33433333333333
424.13333011797,412.87202964197,263.986226243287,2.36463636363636
436.234432731964,409.862600167043,255.111439765412,2.39493939393939
438.726064792959,409.149915769037,265.307905320768,2.42524242424242
432.212125838154,411.081960049379,262.011243170778,2.45554545454545
433.700416416962,411.401558819995,234.802965512077,2.48584848484848
446.416367155157,410.062251619754,207.231815477783,2.51615151515152
444.541013124124,405.155402450049,185.804167596152,2.54645454545455
438.111804347005,402.970314295211,179.26518254057,2.57675757575758
446.485181970832,405.833530528772,166.14233739953,2.60706060606061
448.05411901098,398.683288880315,141.229507182784,2.63736363636364
441.402614414775,388.475989098799,145.387336623705,2.66766666666667
433.549333350544,382.236148137029,139.395610834209,2.6979696969697
429.601908019785,385.439037008741,139.718173980576,2.72827272727273
447.33177691194,383.68939649933,153.863739414578,2.75857575757576
465.659185289479,378.269796157093,144.230251359199,2.78887878787879
459.410061035333,375.947143379942,142.232115350892,2.81918181818182
428.506623978865,373.473678278692,139.007401595275,2.84948484848485
439.777605741193,379.533050026281,148.487693439881,2.87978787878788
440.369637380397,353.685003548928,135.398463671303,2.91009090909091
463.323992249837,375.827015357499,147.580582398173,2.94039393939394
409.11034564906,341.07110003761,151.149594204739,2.97069696969697
517.469578184073,404.066275640911,187.362108566249,3.001
265.40774255978,197.883329905542,77.4823619706033,3.03130303030303
