rs_left,rs_right,rs_sound,tx
534,505,143,0.001
534,507,138.831439393939,0.0313030303030303
534.376114081996,505,151.982174688057,0.0616060606060606
531.534759358289,505,144.978609625668,0.0919090909090909
530.357208448117,503.714416896235,143.358126721763,0.122212121212121
530,503.544563279857,142.901069518717,0.152515151515152
530,503.550964187328,146.101928374656,0.182818181818182
529.265381083563,503,145.734618916437,0.213121212121212
528,503,144.782531194296,0.243424242424242
528,502.652892561983,139.347107438017,0.273727272727273
527.643493761141,501.17825311943,141.17825311943,0.304030303030303
526,501.505050505051,142,0.334333333333333
525.586776859504,501,142.826446280992,0.364636363636364
524.668503213958,500.668503213958,141.348025711662,0.394939393939394
524,500,137.939393939394,0.425242424242424
523.862258953168,500.137741046832,143.173553719008,0.455545454545455
522.945632798574,501,139.032976827095,0.485848484848485
522.054367201426,501,155.967023172905,0.516151515151515
520,501.347107438017,152.859504132231,0.546454545454545
520.265381083563,501.734618916437,155.63085399449,0.576757575757576
520.82174688057,501,139.426024955437,0.607060606060606
520,501,147.002754820937,0.637363636363636
520,501,159.858585858586,0.667666666666667
521.762923351159,501.881461675579,152.066844919786,0.697969696969697
520.357954545455,502,171.525568181818,0.728272727272727
519,502,143.37741046832,0.758575757575758
518.856506238859,502.143493761141,146.565062388592,0.788878787878788
518,502.964187327824,138.537190082645,0.819181818181818
518,502.045913682277,152.31129476584,0.849484848484849
518,502.872359963269,162.59595959596,0.879787878787879
518,503.767379679144,154.791443850267,0.910090909090909
516.623885918004,505,141.247771836007,0.940393939393939
515,505,142.903581267218,0.97069696969697
515,505,198,1.001
517.754820936639,505,154.841138659321,1.03130303030303
518.811942959002,506.623885918004,146.128342245989,1.06160606060606
520.449035812672,507.724517906336,134.856749311295,1.09190909090909
521.127640036731,509.127640036731,156.213039485767,1.12221212121212
522.089126559715,509.955436720143,145.20320855615,1.15251515151515
523.871657754011,509.064171122995,169.267379679144,1.18281818181818
524.878787878788,509,157.818181818182,1.21312121212121
525,509,161.440285204991,1.24342424242424
525.68870523416,509,149.914600550964,1.27372727272727
526.589126559715,509,141.643493761141,1.3040303030303
525.990196078431,509.980392156863,137.990196078431,1.33433333333333
525.098930481283,508.197860962567,137.098930481283,1.36463636363636
524.183654729109,508,153.326905417814,1.39493939393939
524,506.530762167126,159.203856749311,1.42524242424242
524,506.633689839572,148.593582887701,1.45554545454545
524,505.918273645546,140.918273645546,1.48584848484848
524,506.782531194296,139.108734402852,1.51615151515152
524,504.413223140496,135.550964187328,1.54645454545455
524.780532598714,504.780532598714,137.341597796143,1.57675757575758
526.356506238859,505,140.034759358289,1.60706060606061
528.173553719008,505,158.603305785124,1.63736363636364
530.010101010101,505.50505050505,172.010101010101,1.66766666666667
531.410873440285,506.410873440285,170.534759358289,1.6979696969697
533.812834224599,508.208556149733,177.877005347593,1.72827272727273
536.42883379247,509,173.569329660239,1.75857575757576
538.265381083563,508.367309458219,175.326905417814,1.78887878787879
540.101928374656,508.550964187328,190.019283746556,1.81918181818182
541.455436720143,509.455436720143,191.257575757576,1.84948484848485
542.357208448117,509.642791551883,216.292011019284,1.87978787878788
543,509.275482093664,253.206611570248,1.91009090909091
542.623885918004,510.188057040998,189.316399286988,1.94039393939394
541.168560606061,511,198.539772727273,1.97069696969697
542.5,511.5,214.5,2.001
542.596877869605,512,217.434343434343,2.03130303030303
541.376114081996,512.935828877005,222.128342245989,2.06160606060606
539.802597402597,514.802597402597,211.485714285714,2.09190909090909
539.071358748778,514,182.930596285435,2.12221212121212
540.089126559715,514.089126559715,158.941176470589,2.15251515151515
541,514.128342245989,167.208556149732,2.18281818181818
541,513,140.390151515152,2.21312121212121
541.554367201426,513,140.782531194296,2.24342424242424
543.347107438017,513,139.338842975207,2.27372727272727
545.275482093664,512.908172635445,157.704315886134,2.3040303030303
548.029411764706,512,135.009803921569,2.33433333333333
550.70320855615,512,135.901069518717,2.36463636363636
551,512.602387511478,146.301193755739,2.39493939393939
551.219467401286,514,148.755739210285,2.42524242424242
551.862258953168,514,153.484848484849,2.45554545454545
550.891265597148,514,144.27183600713,2.48584848484848
549.108734402852,514,148.72816399287,2.51615151515152
548.137741046832,513.137741046832,155.035812672176,2.54645454545455
547.500432900433,511.749783549784,158.002597402597,2.57675757575758
549,511.126893939394,164.08143939394,2.60706060606061
548.928374655647,511.856749311295,146.148760330578,2.63736363636364
548.010101010101,510.020202020202,173.696969696969,2.66766666666667
548,510,160.37741046832,2.6979696969697
548,510.826446280992,159,2.72827272727273
547.777183600713,511.222816399287,138,2.75857575757576
547,512,138.23507805326,2.78887878787879
547.071625344353,512.035812672176,140.322314049587,2.81918181818182
548.908172635445,512.954086317723,148.586776859504,2.84948484848485
549.846702317291,513,143.919786096257,2.87978787878788
550.760330578512,513,160.487603305785,2.91009090909091
