rs_left,rs_right,rs_sound,tx
564.065033125988,526.56128324726,137.142067128953,0.001
569.769510156107,535.642563690108,138.835816711033,0.0313030303030303
560.852903961949,531.318048741973,137.063394347881,0.0616060606060606
556.682941220678,534.043180805895,136.608718626288,0.0919090909090909
551.438141202273,532.587723958908,144.383942376259,0.122212121212121
553.214760818463,533.535933841016,147.867050555899,0.152515151515152
554.231071183944,532.802117195094,159.005867244852,0.182818181818182
554.516141790974,532.509469548758,151.740486000347,0.213121212121212
554.826882103859,532.734690576306,144.173952502578,0.243424242424242
555.76704934345,533.238421679761,145.667583359991,0.273727272727273
556.10753402174,534.132033500617,141.515239974386,0.304030303030303
555.050359830289,535.239270517009,143.741580645906,0.334333333333333
553.522492783935,534.117120075731,153.493219316748,0.364636363636364
552.432078210416,532.799195913689,138.793223399831,0.394939393939394
550.436048712502,532.993817766741,139.351034520464,0.425242424242424
549.2379440971,533.468547582266,144.380815129819,0.455545454545455
547.842149649084,533.459569322771,138.367188212227,0.485848484848485
546.483091428887,532.657694070998,147.241301982666,0.516151515151515
547.602926192614,533.181919786936,140.09831501446,0.546454545454545
549.31664638854,534.20292623191,142.723194639877,0.576757575757576
551.201231603383,534.676590454832,149.893233356,0.607060606060606
551.011474921271,535.328220179982,139.339277447206,0.637363636363636
551.596138033677,536.342973395574,133.840085016957,0.667666666666667
553.69694930554,537.3508515461,143.255810415871,0.697969696969697
555.853454226835,537.538222809611,155.849529146531,0.728272727272727
557.840153163074,536.676547370191,146.950184955788,0.758575757575758
558.077100073187,536.348763240998,155.055380224062,0.788878787878788
559.370698743968,538.690926989253,177.779088455462,0.819181818181818
559.937647021223,539.504808966125,164.911929149239,0.849484848484849
560.876588747001,539.448820176759,149.677759813484,0.879787878787879
562.333802689293,540.089204015368,177.688558650753,0.910090909090909
563.516488511643,540.051706895315,223.679315131709,0.940393939393939
564.809756385743,539.928101394379,239.759297896765,0.97069696969697
563.984378169902,539.367876314433,251.397691207742,1.001
563.553737613279,539.551394791832,260.459533039867,1.03130303030303
564.05377583176,539.129546241691,218.600133715074,1.06160606060606
564.848663351137,539.06218763142,165.543167587955,1.09190909090909
567.606638403571,539.387481010287,161.3834060661,1.12221212121212
571.022565572897,540.968922443403,187.493461389227,1.15251515151515
571.116193351027,540.146523148267,206.91764493676,1.18281818181818
570.175876948406,540.92208384661,227.885137085646,1.21312121212121
566.977119387487,541.065808329316,186.300895014797,1.24342424242424
567.059198032578,541.25051666915,166.397386075367,1.27372727272727
565.742845583337,542.115729376797,161.049178665011,1.3040303030303
563.347014565196,542.078323052048,160.207564209919,1.33433333333333
563.948365092413,542.047328575194,146.009856650058,1.36463636363636
565.161494909534,542.268855799617,140.114571184854,1.39493939393939
567.278347214595,544.706887394125,147.57241701084,1.42524242424242
567.091806375898,545.995316296608,147.932812524751,1.45554545454545
568.342325649495,546.317295557863,143.31963118666,1.48584848484848
569.829371384335,547.935801756825,146.022964770236,1.51615151515152
569.860444279478,548.787845126082,156.299236655823,1.54645454545455
569.028395463269,548.824954232371,167.327345426549,1.57675757575758
562.858005917937,546.074000279674,152.421516509802,1.60706060606061
555.069982372318,541.855170127934,140.971599173603,1.63736363636364
553.612054781705,538.882625324987,144.039671464523,1.66766666666667
552.994326116728,538.31947391452,134.300452750967,1.6979696969697
548.111776048116,534.399912062697,136.508567346683,1.72827272727273
551.362596845561,538.696729319343,140.908853825412,1.75857575757576
542.262889079357,528.233906613691,153.615390691751,1.78887878787879
554.409301500719,541.870481287557,149.303789479359,1.81918181818182
531.060765401321,516.987857476028,139.055452073652,1.84948484848485
562.730370660997,544.35432624397,149.179660402575,1.87978787878788
505.640509515824,489.899984479834,127.258587662253,1.91009090909091
606.676797052804,591.923828194538,158.766337542926,1.94039393939394
168.273323020966,164.885699506205,43.4887099560809,1.97069696969697
