rs_left,rs_right,rs_sound,tx
364.069151413571,450.144292533483,137.373410326553,0.001
369.474319299041,457.8768336014,139.06735427864,0.0313030303030303
367.316929147883,453.605914612271,140.000815784401,0.0616060606060606
368.248750995722,452.708402872527,136.064142499062,0.0919090909090909
367.408421556349,451.14368519922,151.604404750439,0.122212121212121
368.352836709749,451.380784114251,151.665503265519,0.152515151515152
367.943307991637,450.95981321944,141.582883127363,0.182818181818182
367.59540506279,450.629905566328,139.968180696334,0.213121212121212
367.067824323429,450.041797846649,139.951424050346,0.243424242424242
367.739173744347,450.118964936946,143.200825643683,0.273727272727273
367.541750619528,450.135854969485,141.692856664407,0.304030303030303
367.440972826758,450.942883832913,138.812883431084,0.334333333333333
368.150315612981,452.280078168122,140.022375410134,0.364636363636364
367.643434445399,450.870332146869,141.484160921418,0.394939393939394
366.852293932723,447.058684054621,135.61009148135,0.425242424242424
367.226652984119,446.47738395808,141.885023885161,0.455545454545455
368.620170254219,447.394384917463,127.247256282353,0.485848484848485
368.468295279518,448.485764603382,155.894424538506,0.516151515151515
367.793128814157,448.60497324264,180.213092626634,0.546454545454545
367.884687991277,447.77567918815,138.394652544048,0.576757575757576
368.085655444158,447.873522373591,144.571230348786,0.607060606060606
368.828698153369,447.992753317025,139.378809993549,0.637363636363636
368.823214202804,448.721452510933,145.899708353311,0.667666666666667
368.928835574661,448.82869795051,149.576814496938,0.697969696969697
368.777050351542,448.867194901731,140.704811713078,0.728272727272727
369.251843536407,448.81290637369,140.981611300802,0.758575757575758
369.533393598836,449.104533418877,151.086562364858,0.788878787878788
369.083665441061,449.932375928241,187.416244276062,0.819181818181818
368.793166253944,450.789640077053,245.420412685057,0.849484848484849
369.45588277587,450.90514955516,252.484776569167,0.879787878787879
369.252842348906,451.306103420587,237.999690550915,0.910090909090909
368.069989171323,451.674324841359,249.731421994039,0.940393939393939
368.045528149683,451.090407497219,253.188588045227,0.97069696969697
367.963118185808,451.055767182741,231.618033802404,1.001
368.138688557518,451.095893276609,207.138582796256,1.03130303030303
367.108812603396,451.957966910173,237.276165742398,1.06160606060606
368.440287877147,451.57188476434,176.773945058164,1.09190909090909
368.258338234007,450.376622372067,136.062686680328,1.12221212121212
367.891010621986,451.00567364264,139.607101164003,1.15251515151515
367.203844470502,451.128978628039,150.350193037331,1.18281818181818
367.035901056695,451.064160779362,164.978235287335,1.21312121212121
366.369623984393,451.852776629232,141.57708908894,1.24342424242424
365.091923895902,452.857971734553,151.252148731961,1.27372727272727
364.87103928274,452.22427212894,196.074466007557,1.3040303030303
363.090922171932,453.087438417529,141.208012152128,1.33433333333333
362.153898944809,452.177145811543,141.029814641897,1.36463636363636
360.466214298299,451.33558690699,146.995504665364,1.39493939393939
358.580012930283,450.238647255611,144.597894638685,1.42524242424242
357.031929251417,448.040077787966,135.692110448938,1.45554545454545
357.056569401524,448.037858751291,140.204088802823,1.48584848484848
356.073815188871,447.209389104149,142.967336059695,1.51615151515152
355.304822680934,446.973975025449,181.071111008087,1.54645454545455
354.988614726499,445.653974735942,164.057397784068,1.57675757575758
355.074603563687,446.551274303733,165.004317771386,1.60706060606061
352.441598465399,444.942841057245,153.478509929602,1.63736363636364
354.464986229855,448.825798838055,152.456942470734,1.66766666666667
348.59172486547,441.927284175377,180.674589476322,1.6979696969697
356.02068277374,454.118290501331,179.564308402453,1.72827272727273
341.013755970272,436.900034869979,145.769051614139,1.75857575757576
363.51206704878,465.990401267863,139.909303211104,1.78887878787879
329.198049981617,421.185767887257,137.498249405392,1.81918181818182
390.476618219435,502.993935979841,160.725147430808,1.84948484848485
210.302462930039,272.021631839973,83.6745463943907,1.87978787878788
